id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length
641,EV,5247,DCA,MEM,3,370,147
642,EV,5612,MEI,ATL,3,370,68
643,EV,7119,ROC,IAD,3,370,80
644,EV,7132,CAE,IAD,3,370,83
645,F9,453,LGA,MKE,3,370,135
646,F9,653,ATL,DEN,3,370,201
647,FL,411,PWM,BWI,3,370,102
648,FL,69,IAD,ATL,3,370,119
649,FL,989,PIT,ATL,3,370,120
650,MQ,2743,FAY,DFW,3,370,195
651,MQ,3612,BHM,MIA,3,370,115
652,MQ,3685,MEM,MIA,3,370,145
653,MQ,4076,FAR,ORD,3,370,130
654,MQ,4117,TRI,ORD,3,370,110
655,MQ,4152,AZO,ORD,3,370,60
656,MQ,4414,RDU,JFK,3,370,95
657,MQ,4419,RDU,DCA,3,370,65
658,OH,6340,EWR,MEM,3,370,187
659,OH,6360,MDT,DTW,3,370,107
660,OH,6397,SYR,JFK,3,370,90
661,OH,6405,GSO,ATL,3,370,93
662,OH,6686,STL,CVG,3,370,73
663,OH,6770,IND,DCA,3,370,100
664,OO,4531,FCA,SLC,3,370,97
665,OO,4681,EUG,SLC,3,370,113
666,OO,4682,SJC,SLC,3,370,112
667,OO,4713,RAP,SLC,3,370,104
668,OO,4729,MFR,SLC,3,370,112
669,OO,4756,MCI,SLC,3,370,162
670,OO,6364,SBA,LAX,3,370,48
671,OO,6465,SLC,LAX,3,370,120
672,OO,6674,FAT,DEN,3,370,134
673,OO,6716,CRW,ORD,3,370,97
674,OO,6826,MRY,SFO,3,370,35
675,OO,6850,ORD,MBS,3,370,60
676,UA,414,ORD,BDL,3,370,129
677,UA,732,SEA,ORD,3,370,242
678,UA,893,BOS,SFO,3,370,410
679,UA,966,LAX,IAD,3,370,292
680,US,1223,SYR,DCA,3,370,82
681,US,12,SMF,PHX,3,370,109
682,US,1703,PVD,DCA,3,370,87
683,US,506,BOS,PHX,3,370,364
684,US,590,OAK,PHX,3,370,112
685,US,641,DFW,PHX,3,370,157
686,WN,1105,LAS,MDW,3,370,215
687,WN,1762,OAK,DEN,3,370,155
688,WN,3060,LAX,PHX,3,370,75
689,WN,3684,SAT,DEN,3,370,145
690,WN,3762,MSP,STL,3,370,105
691,WN,379,OAK,SEA,3,370,125
692,WN,380,SFO,DEN,3,370,155
693,WN,682,AUS,DEN,3,370,140
694,WN,821,OAK,LAX,3,370,75
695,XE,2251,IND,EWR,3,370,114
696,XE,2323,ALB,CLE,3,370,102
697,XE,2445,BOS,CLE,3,370,125
698,XE,2585,STL,EWR,3,370,137
699,XE,2718,BWI,EWR,3,370,54
700,XE,5998,ROA,IAD,3,370,65
701,YV,2735,ELP,PHX,3,370,80
702,YV,2933,ABQ,PHX,3,370,76
703,OO,6759,LIT,ORD,3,371,115
704,UA,791,LAS,DEN,3,371,120
705,UA,894,DEN,LAX,3,371,159
706,OO,6320,LAX,SAN,3,372,48
707,UA,871,MCI,DEN,3,372,118
708,XE,5950,BUF,IAD,3,372,74
709,HA,107,KOA,HNL,3,373,42
710,UA,243,MSP,DEN,3,373,139
711,UA,796,RDU,IAD,3,373,69
712,UA,812,GEG,DEN,3,373,133
713,XE,3081,BTV,EWR,3,373,77
714,9E,3692,FSD,DTW,3,375,130
715,9E,3751,ROC,DTW,3,375,103
716,9E,3815,PNS,MEM,3,375,91
717,9E,3946,MSN,MEM,3,375,118
718,9E,3997,MLI,MEM,3,375,96
719,9E,4259,PLN,DTW,3,375,95
720,9E,4388,IAD,DTW,3,375,108
721,9E,4390,CID,DTW,3,375,106
722,AA,2258,SAT,DFW,3,375,65
723,B6,1249,BOS,IAD,3,375,100
724,CO,1576,SJC,IAH,3,375,228
725,CO,1649,FLL,IAH,3,375,164
726,CO,223,SEA,IAH,3,375,245
727,DL,1125,PHF,ATL,3,375,116
728,DL,1244,HOU,ATL,3,375,130
729,DL,1408,DEN,MSP,3,375,129
730,DL,1432,BWI,MEM,3,375,147
731,DL,1516,DEN,ATL,3,375,170
732,DL,1762,BNA,DTW,3,375,126
733,DL,1909,FNT,ATL,3,375,146
734,DL,1999,MCI,MEM,3,375,88
735,DL,2052,MSY,ATL,3,375,95
736,DL,2154,LAX,ATL,3,375,252
737,DL,2570,LAX,SLC,3,375,119
738,DL,2578,SAN,SLC,3,375,120
739,EV,4993,ATL,DTW,3,375,110
740,EV,5075,MDT,ATL,3,375,133
741,EV,5182,GNV,ATL,3,375,75
742,EV,5364,MGM,MEM,3,375,76
743,EV,5611,LEX,ATL,3,375,85
744,EV,7349,OKC,MEM,3,375,93
745,F9,103,MSP,DEN,3,375,131
746,F9,143,HOU,DEN,3,375,146
747,F9,192,DAY,DEN,3,375,189
748,F9,262,STL,DEN,3,375,144
749,F9,319,DCA,MKE,3,375,130
750,F9,38,SEA,DEN,3,375,154
751,F9,496,CAK,DEN,3,375,202
752,FL,582,GRR,BWI,3,375,95
753,FL,656,SAT,ATL,3,375,131
754,FL,96,RDU,ATL,3,375,85
755,MQ,2810,SHV,DFW,3,375,60
756,MQ,3314,FWA,DFW,3,375,165
757,MQ,3600,CHS,MIA,3,375,105
758,MQ,4199,EVV,ORD,3,375,85
759,MQ,4503,CMH,JFK,3,375,105
760,MQ,4576,LGA,CLT,3,375,120
761,MQ,4590,MSP,LGA,3,375,164
762,MQ,4599,LGA,MSP,3,375,175
763,OH,6566,RIC,JFK,3,375,85
764,OH,6594,BHM,LGA,3,375,150
765,OO,4478,ORD,SLC,3,375,205
766,OO,4553,LAX,LAS,3,375,70
767,OO,4654,HLN,SLC,3,375,69
768,OO,6463,SMF,LAX,3,375,95
769,OO,6992,DLH,ORD,3,375,90
770,UA,33,DFW,DEN,3,375,136
771,US,1125,BDL,CLT,3,375,140
772,US,1433,BOS,CLT,3,375,152
773,US,1517,BDL,DCA,3,375,81
774,US,1626,CLT,LGA,3,375,100
775,US,1812,PHL,BOS,3,375,74
776,WN,1056,STL,LAS,3,375,235
777,WN,107,MDW,PHL,3,375,125
778,WN,1155,ONT,PHX,3,375,70
779,WN,1199,OKC,HOU,3,375,85
780,WN,1320,LAS,SEA,3,375,165
781,WN,1400,DEN,MDW,3,375,145
782,WN,1628,DAL,HOU,3,375,60
783,WN,1636,HOU,DAL,3,375,60
784,WN,1657,ELP,SAT,3,375,80
785,WN,1915,BDL,BWI,3,375,80
786,WN,2377,PIT,MCO,3,375,150
787,WN,2706,ELP,AUS,3,375,85
788,WN,3756,LAX,SMF,3,375,80
789,WN,3915,AUS,HOU,3,375,50
790,WN,532,PHX,MDW,3,375,200
791,WN,568,BHM,PHX,3,375,240
792,WN,685,OMA,STL,3,375,70
793,WN,697,LBB,AUS,3,375,70
794,WN,6,CRP,HOU,3,375,50
795,WN,756,MDW,MCI,3,375,95
796,WN,840,DEN,PHX,3,375,120
797,WN,912,OAK,SNA,3,375,85
798,XE,2046,AEX,IAH,3,375,62
799,XE,2072,RIC,IAH,3,375,199
800,XE,2175,BNA,IAH,3,375,134
801,XE,2535,SDF,EWR,3,375,114
802,XE,2853,DAY,EWR,3,375,108
803,XE,2946,JAX,EWR,3,375,132
804,YV,2631,EWR,CLT,3,375,115
805,YV,2924,AUS,PHX,3,375,148
806,HA,113,HNL,LIH,3,376,35
807,UA,472,SMF,ORD,3,376,245
808,OO,6314,PSP,LAX,3,377,47
809,UA,185,PHL,SFO,3,377,389
810,UA,671,PHX,SFO,3,377,138
811,OO,6438,GJT,DEN,3,378,60
812,OO,6568,SAN,LAX,3,378,52
813,OO,7037,CPR,DEN,3,378,69
814,UA,16,SAN,ORD,3,378,244
815,UA,484,SAN,DEN,3,378,149
816,OH,6621,LEX,DTW,3,379,86
817,UA,988,DSM,DEN,3,379,127
818,9E,3684,PIT,JFK,3,380,106
819,9E,3779,FSM,MEM,3,380,67
820,9E,3934,TUL,MEM,3,380,83
821,9E,4052,DAL,MEM,3,380,88
822,9E,4138,BUF,DTW,3,380,85
823,AA,1096,SAN,ORD,3,380,250
824,AA,1185,RDU,DFW,3,380,200
825,AA,1280,SJC,DFW,3,380,215
826,AA,1433,BDL,MIA,3,380,205
827,AA,1434,DFW,MCO,3,380,145
828,AA,1466,DFW,BOS,3,380,200
829,AA,2065,MFE,DFW,3,380,95
830,AA,2515,STL,MIA,3,380,160
831,AA,496,ORD,DCA,3,380,99
832,AA,689,ORF,DFW,3,380,220
833,AA,971,ATL,MIA,3,380,110
834,AS,477,LAX,SEA,3,380,165
835,AS,537,ONT,SEA,3,380,166
836,AS,658,PDX,SJC,3,380,108
837,B6,1321,BOS,BWI,3,380,89
838,CO,605,OKC,IAH,3,380,80
839,DL,1212,LAX,MSP,3,380,220
840,DL,1449,IAD,ATL,3,380,129
841,DL,1756,SAT,MSP,3,380,168
842,DL,1872,TPA,ATL,3,380,90
843,DL,2346,PDX,ATL,3,380,279
844,DL,2414,FLL,JFK,3,380,169
845,DL,2513,MSP,ATL,3,380,167
846,EV,4991,MYR,ATL,3,380,81
847,EV,5428,LFT,MEM,3,380,83
848,EV,7095,GSO,IAD,3,380,67
849,F9,650,SFO,DEN,3,380,150
850,F9,765,AUS,DEN,3,380,133
851,FL,132,TPA,ATL,3,380,95
852,FL,300,DEN,ATL,3,380,167
853,FL,684,ICT,ATL,3,380,126
854,FL,806,BOS,BWI,3,380,93
855,MQ,2985,AGS,DFW,3,380,175
856,MQ,3081,SAN,LAX,3,380,45
857,MQ,3302,MLI,DFW,3,380,140
858,MQ,4004,CVG,ORD,3,380,80
859,MQ,4278,CMI,ORD,3,380,55
860,OO,4529,OMA,SLC,3,380,156
861,OO,4554,GTF,SLC,3,380,88
862,OO,4638,SAN,LAX,3,380,49
863,OO,4667,TUL,SLC,3,380,154
864,OO,6454,MSN,ORD,3,380,55
865,OO,6701,FAR,DEN,3,380,128
866,OO,6832,SBA,SFO,3,380,88
867,OO,6974,HDN,DEN,3,380,67
868,UA,143,TPA,ORD,3,380,170
869,UA,353,LAX,LAS,3,380,80
870,UA,381,BDL,ORD,3,380,161
871,UA,658,SJC,DEN,3,380,156
872,US,1434,MIA,CLT,3,380,126
873,US,542,SJC,PHX,3,380,113
874,WN,1329,ONT,SMF,3,380,90
875,WN,1472,DEN,LAX,3,380,155
876,WN,1566,ALB,BWI,3,380,95
877,WN,1591,PHL,BOS,3,380,80
878,WN,220,BHM,HOU,3,380,115
879,WN,2552,RNO,LAS,3,380,80
880,WN,496,PDX,DEN,3,380,145
881,WN,758,DAL,LIT,3,380,60
882,WN,831,PHL,MDW,3,380,135
883,WN,909,ECP,BWI,3,380,130
884,XE,2208,MCI,EWR,3,380,157
885,XE,2788,CVG,EWR,3,380,112
886,YV,2934,BFL,PHX,3,380,92
887,FL,1435,PHF,BOS,3,381,89
888,HA,105,OGG,HNL,3,381,33
889,UA,132,PDX,ORD,3,381,234
890,UA,73,SAN,SFO,3,382,103
891,DL,1241,GSP,ATL,3,383,63
892,HA,101,ITO,HNL,3,383,49
893,UA,91,EWR,SFO,3,383,393
894,XE,2164,PIT,EWR,3,383,83
895,DL,1260,GEG,SLC,3,384,110
896,OO,6727,MTJ,DEN,3,384,63
897,9E,3928,PIA,DTW,3,385,93
898,AA,1361,HSV,DFW,3,385,135
899,AA,1462,MCI,ORD,3,385,95
900,AA,2042,DFW,FLL,3,385,150
901,AA,404,MIA,MCO,3,385,60
902,AA,419,BOS,DFW,3,385,270
903,AA,509,DTW,DFW,3,385,185
904,AA,608,SAN,DFW,3,385,185
905,AA,810,SFO,ORD,3,385,255
906,AS,304,SEA,SFO,3,385,133
907,B6,110,MSY,JFK,3,385,163
908,CO,1087,MCO,IAH,3,385,150
909,CO,1437,TPA,IAH,3,385,142
910,CO,625,EWR,CLE,3,385,100
911,CO,651,AUS,EWR,3,385,205
912,CO,724,CLE,EWR,3,385,83
913,DL,1092,TPA,DTW,3,385,169
914,DL,1192,SMF,SLC,3,385,103
915,DL,1592,SAN,ATL,3,385,249
916,DL,2163,DCA,MSP,3,385,173
917,DL,2258,RDU,MSP,3,385,184
918,DL,2283,CAE,ATL,3,385,78
919,DL,2728,RNO,SLC,3,385,92
920,DL,2938,ATL,DCA,3,385,94
921,EV,7305,HSV,MEM,3,385,67
922,EV,7372,GPT,MEM,3,385,83
923,F9,71,DTW,DEN,3,385,189
924,F9,790,PDX,DEN,3,385,144
925,FL,431,MKE,ATL,3,385,129
926,FL,516,CMH,ATL,3,385,108
927,MQ,2782,LEX,DFW,3,385,160
928,MQ,2830,PNS,DFW,3,385,125
929,MQ,4375,DCA,RDU,3,385,65
930,MQ,4464,LGA,BOS,3,385,65
931,OH,6421,EWR,CVG,3,385,140
932,OO,4489,COS,SLC,3,385,95
933,OO,4551,RDM,SLC,3,385,101
934,OO,4624,FAT,SLC,3,385,104
935,OO,4645,BTM,SLC,3,385,73
936,OO,4714,CPR,SLC,3,385,73
937,OO,4840,BIL,SLC,3,385,80
938,OO,6401,EUG,SFO,3,385,96
939,OO,6547,IAH,ORD,3,385,151
940,US,1019,PVD,CLT,3,385,143
941,US,1656,BUF,CLT,3,385,116
942,US,220,SAN,PHX,3,385,84
943,US,375,JFK,CLT,3,385,120
944,WN,1019,SFO,LAX,3,385,75
945,WN,1093,BUF,BWI,3,385,90
946,WN,1633,LAS,TUS,3,385,75
947,WN,205,SAT,MDW,3,385,155
948,WN,2102,LAS,SJC,3,385,85
949,WN,219,SMF,LAS,3,385,80
950,WN,264,DEN,STL,3,385,120
951,WN,3073,PVD,BWI,3,385,90
952,WN,370,PDX,SJC,3,385,105
953,WN,550,PHX,SJC,3,385,125
954,WN,579,LAX,OAK,3,385,80
955,WN,609,ABQ,PHX,3,385,80
956,WN,703,DAL,TUL,3,385,60
957,WN,734,DEN,MCI,3,385,105
958,WN,792,DTW,BNA,3,385,105
959,WN,863,MSY,HOU,3,385,75
960,WN,8,HRL,HOU,3,385,60
961,XE,2094,DTW,EWR,3,385,97
962,XE,2169,EWR,CMH,3,385,114
963,XE,2377,DSM,IAH,3,385,150
964,XE,2419,CLT,CLE,3,385,92
965,XE,2563,EWR,STL,3,385,172
966,XE,2660,XNA,IAH,3,385,104
967,XE,2927,DCA,CLE,3,385,72
968,XE,5973,TVC,ORD,3,385,79
969,YV,2702,SBP,PHX,3,385,94
970,YV,2903,SBA,PHX,3,385,91
971,OO,6828,RNO,SFO,3,386,69
972,XE,3067,PVD,EWR,3,386,64
973,UA,491,OKC,DEN,3,387,113
974,9E,3931,MBS,MSP,3,388,102
975,FL,234,RIC,ATL,3,388,107
976,OO,6517,TUS,LAX,3,388,95
977,OO,6933,ORD,LAN,3,388,49
978,XE,2821,ORF,CLE,3,388,107
979,XE,2921,GRR,IAH,3,388,182
980,OO,6243,SAT,LAX,3,389,201
981,OO,6564,COS,DEN,3,389,49
982,XE,2183,EWR,IND,3,389,139
983,XE,2437,EWR,RDU,3,389,104
984,XE,2549,EWR,CVG,3,389,131
985,9E,3669,SGF,MEM,3,390,75
986,9E,3778,COU,MEM,3,390,82
987,9E,3890,DLH,DTW,3,390,112
988,9E,3970,BHM,MEM,3,390,68
989,9E,3974,TVC,DTW,3,390,82
990,9E,4001,ORD,MEM,3,390,115
991,9E,4014,IND,DTW,3,390,80
992,9E,4117,ROC,ATL,3,390,145
993,9E,4211,STL,MEM,3,390,75
994,9E,4251,RDU,CVG,3,390,100
995,AA,1083,IAD,DFW,3,390,210
996,AA,1182,LAX,AUS,3,390,175
997,AA,1637,MCO,ORD,3,390,185
998,AA,201,JFK,LAX,3,390,385
999,AA,2401,DFW,LAX,3,390,205
1000,AA,851,TUL,ORD,3,390,120
1001,AS,232,SEA,SAN,3,390,154
1002,AS,493,SAN,SEA,3,390,183
1003,AS,502,SEA,SNA,3,390,161
1004,B6,1012,JFK,BOS,3,390,65
1005,B6,1790,DCA,BOS,3,390,85
1006,B6,591,HPN,MCO,3,390,164
1007,B6,921,BOS,ORD,3,390,169
1008,CO,1116,EWR,BOS,3,390,72
1009,CO,1121,BOS,EWR,3,390,81
1010,CO,338,EWR,MIA,3,390,187
1011,CO,350,EWR,AUS,3,390,260
1012,CO,501,IND,IAH,3,390,147
1013,CO,561,SAT,EWR,3,390,212
1014,DL,1162,BNA,ATL,3,390,90
1015,DL,1209,BOS,SLC,3,390,342
1016,DL,1254,PNS,ATL,3,390,83
1017,DL,132,SFO,JFK,3,390,330
1018,DL,1370,LGA,BOS,3,390,69
1019,DL,1373,BOS,LGA,3,390,82
1020,DL,1418,MCO,ATL,3,390,94
1021,DL,1758,CHS,ATL,3,390,75
1022,DL,1871,BOI,SLC,3,390,70
1023,DL,1981,MSP,MEM,3,390,125
1024,DL,2061,PHL,ATL,3,390,140
1025,DL,246,LAX,JFK,3,390,320
1026,DL,2504,SAV,ATL,3,390,74
1027,DL,2613,TYS,ATL,3,390,64
1028,DL,2700,SJC,MSP,3,390,228
1029,DL,2724,BIS,MSP,3,390,79
1030,DL,2826,JAX,ATL,3,390,89
1031,DL,2853,HSV,ATL,3,390,80
1032,DL,2956,SAN,JFK,3,390,324
1033,DL,2960,MIA,ATL,3,390,127
1034,EV,5078,BTR,MEM,3,390,76
1035,EV,5272,MOB,MEM,3,390,76
1036,EV,5413,ATW,ATL,3,390,138
1037,EV,5590,XNA,MEM,3,390,66
1038,EV,5600,VPS,ATL,3,390,90
1039,EV,7311,MLU,MEM,3,390,70
1040,EV,7320,SHV,MEM,3,390,66
1041,EV,7360,JAN,MEM,3,390,64
1042,F9,416,LAX,DEN,3,390,140
1043,F9,510,SAN,DEN,3,390,143
1044,FL,100,DFW,ATL,3,390,125
1045,FL,1270,DAY,MCO,3,390,146
1046,FL,260,DCA,MKE,3,390,125
1047,FL,409,IND,ATL,3,390,104
1048,FL,715,CAK,LGA,3,390,98
1049,FL,805,BWI,BOS,3,390,82
1050,FL,923,MCI,ATL,3,390,125
1051,MQ,2738,GSP,DFW,3,390,175
1052,MQ,2935,MSN,DFW,3,390,160
1053,MQ,2943,DFW,CVG,3,390,130
1054,MQ,3007,SBA,LAX,3,390,45
1055,MQ,3203,DFW,AMA,3,390,75
1056,MQ,3307,DFW,CRP,3,390,80
1057,MQ,3322,GSO,DFW,3,390,200
1058,MQ,3393,DFW,MKE,3,390,140
1059,MQ,3534,LIT,DFW,3,390,80
1060,MQ,3614,CLE,MIA,3,390,185
1061,MQ,3665,PIT,MIA,3,390,180
1062,MQ,3923,FSD,ORD,3,390,105
1063,MQ,4069,BMI,ORD,3,390,50
1064,MQ,4174,BUF,ORD,3,390,120
1065,MQ,4187,DSM,ORD,3,390,85
1066,MQ,4436,BNA,DCA,3,390,105
1067,MQ,4652,ATL,LGA,3,390,120
1068,OH,6276,CRW,DTW,3,390,79
1069,OH,6417,DAY,MSP,3,390,144
1070,OH,6597,JFK,CVG,3,390,135
1071,OH,6658,CMH,DCA,3,390,81
1072,OO,4575,OKC,SLC,3,390,142
1073,OO,4629,PSC,SLC,3,390,90
1074,OO,4657,LEX,MSP,3,390,130
1075,OO,4671,MSO,SLC,3,390,82
1076,OO,4762,PSP,SLC,3,390,102
1077,OO,4826,FAR,SLC,3,390,145
1078,OO,4881,MKE,MEM,3,390,115
1079,OO,7011,SMX,LAX,3,390,57
1080,OO,7800,TWF,SLC,3,390,55
1081,UA,837,DFW,SFO,3,390,241
1082,UA,89,PVD,ORD,3,390,165
1083,US,1085,LAS,CLT,3,390,245
1084,US,1210,DFW,PHL,3,390,185
1085,US,1293,BOS,PHL,3,390,93
1086,US,1525,FLL,CLT,3,390,115
1087,US,1539,LGA,CLT,3,390,127
1088,US,1592,ATL,PHL,3,390,115
1089,US,1613,EWR,CLT,3,390,124
1090,US,1744,CLT,PHL,3,390,97
1091,US,1800,PBI,CLT,3,390,112
1092,US,183,ONT,PHX,3,390,75
1093,US,2020,DCA,BOS,3,390,79
1094,US,250,SAN,PHX,3,390,84
1095,US,522,EWR,PHX,3,390,345
1096,US,567,LAX,PHX,3,390,80
1097,US,57,LAS,PHX,3,390,74
1098,US,654,JFK,PHX,3,390,349
1099,US,680,PHX,CLT,3,390,225
1100,US,700,LAX,PHL,3,390,300
1101,US,829,DTW,CLT,3,390,103
1102,WN,1092,MDW,STL,3,390,65
1103,WN,1107,LIT,STL,3,390,70
1104,WN,1127,AUS,DAL,3,390,55
1105,WN,1254,TUS,DEN,3,390,115
1106,WN,1326,MHT,MDW,3,390,165
1107,WN,1585,MDW,CMH,3,390,70
1108,WN,1683,SAN,SJC,3,390,90
1109,WN,1751,HOU,STL,3,390,115
1110,WN,1868,OMA,MDW,3,390,85
1111,WN,201,DAL,HOU,3,390,60
1112,WN,2264,BNA,BWI,3,390,100
1113,WN,2442,DAL,AUS,3,390,55
1114,WN,2459,OKC,DEN,3,390,100
1115,WN,249,SJC,LAX,3,390,75
1116,WN,250,FLL,MCO,3,390,55
1117,WN,2990,SJC,SNA,3,390,75
1118,WN,2,HOU,DAL,3,390,55
1119,WN,324,GEG,DEN,3,390,135
1120,WN,3485,CLE,BNA,3,390,100
1121,WN,459,ONT,DEN,3,390,135
1122,WN,535,ISP,MDW,3,390,155
1123,WN,760,PVD,MDW,3,390,165
1124,WN,779,BWI,MCO,3,390,140
1125,WN,900,SAN,PHX,3,390,75
1126,WN,971,LAS,ONT,3,390,55
1127,XE,2149,DAL,IAH,3,390,58
1128,XE,2187,EWR,MSP,3,390,192
1129,XE,2281,PNS,IAH,3,390,100
1130,XE,2327,ICT,IAH,3,390,107
1131,XE,2392,HSV,IAH,3,390,119
1132,XE,2458,EWR,BNA,3,390,154
1133,XE,2684,MEM,IAH,3,390,104
1134,XE,2719,GRK,IAH,3,390,60
1135,XE,2959,MOB,IAH,3,390,94
1136,XE,3017,VPS,IAH,3,390,114
1137,XE,3030,CRP,IAH,3,390,59
1138,YV,2601,CLE,CLT,3,390,102
1139,YV,2816,FAT,PHX,3,390,96
1140,B6,1250,IAD,BOS,3,391,89
1141,UA,187,IAD,SFO,3,391,368
1142,UA,530,ORD,MSP,3,391,94
1143,UA,61,IAH,SFO,3,391,261
1144,UA,636,ORD,PIT,3,391,88
1145,OH,6457,ORF,CVG,3,392,121
1146,XE,5985,BNA,ORD,3,392,107
1147,OO,6301,RNO,LAX,3,393,86
1148,OO,6500,SJC,LAX,3,393,77
1149,OO,7767,GCC,RKS,3,393,77
1150,UA,268,OMA,DEN,3,393,107
1151,HA,104,LIH,HNL,3,394,30
1152,HA,114,HNL,OGG,3,394,36
1153,OO,6271,ORD,FWA,3,394,51
1154,9E,3808,BMI,DTW,3,395,87
1155,AA,1399,DEN,ORD,3,395,155
1156,AA,1810,AUS,DFW,3,395,65
1157,AA,1887,DFW,LAS,3,395,175
1158,AA,876,ORD,BOS,3,395,135
1159,CO,1179,EWR,ORD,3,395,149
1160,CO,1563,RSW,IAH,3,395,150
1161,DL,1413,CLT,MEM,3,395,119
1162,DL,1490,MSP,DTW,3,395,112
1163,DL,1542,SEA,JFK,3,395,320
1164,DL,2244,SAN,MSP,3,395,229
1165,DL,2673,LGA,MEM,3,395,185
1166,DL,2946,IAH,MSP,3,395,169
1167,EV,4988,ABE,ATL,3,395,145
1168,F9,304,GEG,DEN,3,395,130
1169,F9,855,DEN,PHX,3,395,110
1170,FL,848,MCO,ATL,3,395,96
1171,MQ,2878,GJT,DFW,3,395,135
1172,MQ,2940,ABI,DFW,3,395,50
1173,MQ,4488,CRW,LGA,3,395,100
1174,OH,6643,BOS,DCA,3,395,110
1175,OO,4458,BZN,SLC,3,395,75
1176,OO,4869,MEM,SLC,3,395,206
1177,US,1583,PHL,CLT,3,395,102
1178,WN,1013,PDX,PHX,3,395,155
1179,WN,1147,LAX,SJC,3,395,65
1180,WN,12,MCO,HOU,3,395,160
1181,WN,134,SAN,DEN,3,395,140
1182,WN,137,SAT,HOU,3,395,50
1183,WN,178,BWI,BOS,3,395,80
1184,WN,1839,IAD,MDW,3,395,120
1185,WN,185,IND,BWI,3,395,100
1186,WN,1949,FLL,TPA,3,395,60
1187,WN,200,BWI,DEN,3,395,255
1188,WN,2903,SJC,SAN,3,395,80
1189,WN,326,LAX,LAS,3,395,60
1190,WN,3307,BDL,MDW,3,395,160
1191,WN,3854,PHX,PDX,3,395,175
1192,WN,495,LAS,SFO,3,395,95
1193,WN,5,TUL,DAL,3,395,60
1194,WN,690,DEN,BWI,3,395,205
1195,WN,715,MDW,BOS,3,395,135
1196,WN,752,HOU,DEN,3,395,155
1197,WN,7,MCI,DAL,3,395,95
1198,WN,806,OAK,PDX,3,395,105
1199,WN,870,ABQ,DAL,3,395,100
1200,XE,2091,CVG,IAH,3,395,164
1201,DL,2624,MSN,MSP,3,396,70
1202,UA,507,ORD,DFW,3,396,158
1203,EV,7130,SAV,ORD,3,397,150
1204,UA,37,MCO,SFO,3,397,369
1205,OO,6293,FSD,DEN,3,398,102
1206,UA,891,JFK,LAX,3,398,380
1207,XE,2367,DAY,IAH,3,398,171
1208,UA,394,LAS,ORD,3,399,216
1209,UA,875,ICT,DEN,3,399,101
1210,9E,3995,GRB,MSP,3,400,75
1211,9E,4360,LNK,MSP,3,400,82
1212,AA,1019,CLT,DFW,3,400,185
1213,AA,1467,MSY,DFW,3,400,100
1214,AA,1477,PHL,DFW,3,400,235
1215,AA,1789,ICT,DFW,3,400,85
1216,AA,495,MIA,DFW,3,400,195
1217,AA,536,DFW,ATL,3,400,125
1218,AS,560,PDX,LAX,3,400,137
1219,AS,573,SAN,PDX,3,400,159
1220,AS,634,PDX,PHX,3,400,158
1221,B6,423,BOS,PBI,3,400,195
1222,CO,132,SAN,IAH,3,400,190
1223,CO,762,MSY,IAH,3,400,70
1224,DL,1040,COS,ATL,3,400,169
1225,DL,1071,MKE,MSP,3,400,83
1226,DL,1100,LAS,SLC,3,400,82
1227,DL,1308,AUS,ATL,3,400,142
1228,DL,1486,ATL,LGA,3,400,127
1229,DL,1829,GRR,DTW,3,400,70
1230,DL,2029,SMF,MSP,3,400,217
1231,DL,2381,SAT,ATL,3,400,138
1232,DL,2514,STL,DTW,3,400,100
1233,DL,2526,FLL,ATL,3,400,123
1234,DL,2589,DAB,ATL,3,400,92
1235,DL,2998,PDX,JFK,3,400,319
1236,EV,5207,CHA,ATL,3,400,52
1237,EV,5522,ICT,ATL,3,400,129
1238,F9,110,DEN,MSP,3,400,117
1239,F9,366,DEN,MKE,3,400,133
1240,FL,1621,PHL,MCO,3,400,158
1241,FL,29,MDW,ATL,3,400,116
1242,FL,311,CLT,ATL,3,400,78
1243,FL,561,BMI,ATL,3,400,104
1244,FL,573,LGA,MKE,3,400,146
1245,FL,931,JAX,ATL,3,400,77
1246,MQ,3025,LAX,SAN,3,400,45
1247,MQ,3193,LAX,SJC,3,400,75
1248,MQ,3315,DFW,JAN,3,400,80
1249,MQ,3542,CLE,DFW,3,400,185
1250,MQ,3704,ELP,ORD,3,400,175
1251,MQ,4243,RDU,ORD,3,400,140
1252,MQ,4355,OKC,ORD,3,400,135
1253,OO,4743,CLE,MSP,3,400,135
1254,OO,4871,BIS,SLC,3,400,121
1255,OO,6540,BIS,DEN,3,400,107
1256,UA,471,TUL,DEN,3,400,110
1257,UA,954,LAX,SFO,3,400,85
1258,US,202,LAS,PHX,3,400,74
1259,US,365,BWI,PHX,3,400,320
1260,US,864,JAX,PHL,3,400,126
1261,WN,1075,SAT,ELP,3,400,90
1262,WN,1091,DAL,ELP,3,400,110
1263,WN,1122,DTW,DEN,3,400,200
1264,WN,1148,HOU,MDW,3,400,150
1265,WN,1170,OAK,PHX,3,400,115
1266,WN,1252,STL,BWI,3,400,120
1267,WN,1482,BUF,MCO,3,400,170
1268,WN,1615,MSP,DEN,3,400,140
1269,WN,1659,CMH,BWI,3,400,70
1270,WN,1753,ISP,BWI,3,400,75
1271,WN,2116,PIT,BWI,3,400,75
1272,WN,2276,LAS,SLC,3,400,80
